Tract_ID,fipscode,State,County,Urban_Status,LowFoodAccess,Total_Population,LowAccess_Pop,LowIncome_Pop,LowIncome&_LowAccess_Pop,NoVehicle_HHs,SNAP_HHs,Poverty_Rate,Median_Income,LowAccess_Ratio,LowIncome&_LowAccess_Ratio,Pct_LowIncome_,NoVehicle_HHs_Ratio,SNAP_Participatio_Rate,premature_death,poor_health,low_birthweight,obesity,diabetes,unemployment,child_poverty,income_inequality
1001021000,1001,Alabama,Autauga County,Rural,YES,2894,2338.0,977.0,902.0,9.0,146.0,22.7,60900.0,0.8078783690393918,0.9232343909928352,0.3375950241879751,0.0031098825155494,0.050449205252246,9778.1,0.2586,0.0883,0.3,0.8149,0.046,0.138,40.7
1001021100,1001,Alabama,Autauga County,Rural,YES,3320,2640.0,1463.0,1354.0,269.0,230.0,24.1,49833.0,0.7951807228915663,0.9254955570745044,0.4406626506024096,0.0810240963855421,0.0692771084337349,9778.1,0.2586,0.0883,0.3,0.8149,0.046,0.138,40.7
1003010100,1003,Alabama,Baldwin County,Rural,YES,3804,1491.0,1496.0,611.0,84.0,126.0,10.2,56464.0,0.3919558359621451,0.4084224598930481,0.3932702418506835,0.0220820189274447,0.0331230283911671,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010200,1003,Alabama,Baldwin County,Rural,NO,2902,30.0,1715.0,15.0,91.0,146.0,20.2,44954.0,0.0103376981392143,0.0087463556851311,0.5909717436250862,0.0313576843556168,0.0503101309441764,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010300,1003,Alabama,Baldwin County,Rural,NO,7826,30.0,2492.0,15.0,181.0,165.0,6.4,81799.0,0.0038333759263991,0.0060192616372391,0.3184257602862254,0.0231280347559417,0.0210835675951955,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010400,1003,Alabama,Baldwin County,Rural,NO,4736,361.0,1347.0,73.0,19.0,120.0,12.3,58359.0,0.0762246621621621,0.0541945063103192,0.2844172297297297,0.0040118243243243,0.0253378378378378,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010500,1003,Alabama,Baldwin County,Urban,NO,4815,1873.0,1516.0,545.0,133.0,245.0,14.3,69951.0,0.3889927310488058,0.3594986807387862,0.3148494288681204,0.0276220145379023,0.0508826583592938,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010600,1003,Alabama,Baldwin County,Urban,YES,3325,1617.0,2174.0,884.0,96.0,292.0,27.7,50536.0,0.4863157894736842,0.4066237350505979,0.6538345864661654,0.0288721804511278,0.0878195488721804,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010701,1003,Alabama,Baldwin County,Urban,NO,7882,3548.0,1199.0,520.0,133.0,48.0,4.8,112717.0,0.4501395584876935,0.4336947456213511,0.1521187515858919,0.016873889875666,0.0060898249175336,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010703,1003,Alabama,Baldwin County,Rural,NO,13166,30.0,1257.0,15.0,62.0,277.0,2.1,102153.0,0.002278596384627,0.0119331742243436,0.0954731885158742,0.0047090991948959,0.0210390399513899,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010704,1003,Alabama,Baldwin County,Urban,NO,5055,4850.0,2045.0,1606.0,36.0,80.0,13.4,80678.0,0.9594460929772504,0.7853300733496332,0.4045499505440158,0.0071216617210682,0.0158259149357072,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010705,1003,Alabama,Baldwin County,Urban,NO,8331,3481.0,2680.0,935.0,121.0,128.0,14.2,76343.0,0.4178369943584203,0.3488805970149253,0.3216900732205017,0.0145240667386868,0.0153643020045612,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010800,1003,Alabama,Baldwin County,Urban,NO,6861,2488.0,2258.0,807.0,118.0,112.0,8.3,92714.0,0.3626293543215275,0.3573959255978742,0.3291065442355342,0.0171986590875965,0.0163241509983967,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010903,1003,Alabama,Baldwin County,Rural,NO,5173,30.0,1406.0,15.0,132.0,171.0,12.5,63116.0,0.005799342741156,0.0106685633001422,0.2717958631355113,0.0255171080610864,0.0330562536245892,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010904,1003,Alabama,Baldwin County,Rural,NO,6831,396.0,1843.0,141.0,30.0,224.0,17.0,65515.0,0.0579710144927536,0.0765056972327726,0.2697994437124872,0.0043917435221783,0.032791684965598,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010905,1003,Alabama,Baldwin County,Rural,NO,8011,30.0,2694.0,15.0,179.0,380.0,16.0,58296.0,0.0037448508301086,0.0055679287305122,0.3362876045437523,0.0223442766196479,0.0474347771813756,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003010906,1003,Alabama,Baldwin County,Urban,YES,4302,3098.0,1925.0,1218.0,29.0,212.0,15.5,51630.0,0.7201301720130172,0.6327272727272727,0.4474662947466294,0.006741050674105,0.0492794049279404,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011000,1003,Alabama,Baldwin County,Rural,NO,4305,30.0,2047.0,15.0,120.0,115.0,21.7,48244.0,0.0069686411149825,0.0073277967757694,0.4754936120789779,0.0278745644599303,0.0267131242740998,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011101,1003,Alabama,Baldwin County,Urban,NO,8397,3134.0,1576.0,461.0,145.0,190.0,5.5,89861.0,0.3732285340002382,0.2925126903553299,0.1876860783613195,0.0172680719304513,0.0226271287364534,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011102,1003,Alabama,Baldwin County,Rural,NO,3715,30.0,1062.0,15.0,32.0,104.0,7.2,77321.0,0.0080753701211305,0.0141242937853107,0.2858681022880215,0.0086137281292059,0.0279946164199192,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011201,1003,Alabama,Baldwin County,Urban,NO,4230,395.0,1338.0,111.0,84.0,148.0,15.9,83102.0,0.0933806146572104,0.0829596412556053,0.3163120567375886,0.0198581560283687,0.0349881796690307,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011202,1003,Alabama,Baldwin County,Urban,NO,5065,1718.0,1996.0,803.0,105.0,114.0,5.5,79063.0,0.3391905231984205,0.4023046092184368,0.3940769990128331,0.0207305034550839,0.0225074037512339,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011300,1003,Alabama,Baldwin County,Rural,NO,4487,0.0,1003.0,0.0,99.0,68.0,4.3,95863.0,0.0,0.0,0.2235346556719411,0.0220637396924448,0.0151548919099621,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011401,1003,Alabama,Baldwin County,Rural,NO,10632,0.0,3769.0,0.0,29.0,347.0,11.4,64722.0,0.0,0.0,0.3544958615500376,0.0027276147479307,0.0326373212942061,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011403,1003,Alabama,Baldwin County,Rural,NO,9131,30.0,3084.0,15.0,31.0,546.0,7.9,61375.0,0.0032855108969444,0.0048638132295719,0.337750520205892,0.0033950279268426,0.0597962983243894,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011405,1003,Alabama,Baldwin County,Urban,NO,3832,3629.0,853.0,674.0,17.0,59.0,6.7,105806.0,0.9470250521920668,0.7901524032825322,0.2225991649269311,0.0044363256784968,0.0153966597077244,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011406,1003,Alabama,Baldwin County,Rural,NO,3412,30.0,561.0,15.0,48.0,102.0,5.6,76136.0,0.0087924970691676,0.0267379679144385,0.1644196951934349,0.0140679953106682,0.0298944900351699,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011407,1003,Alabama,Baldwin County,Urban,NO,4799,2676.0,1515.0,1137.0,91.0,78.0,16.2,70230.0,0.5576161700354241,0.7504950495049505,0.3156907689101896,0.0189622838091269,0.0162533861221087,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011408,1003,Alabama,Baldwin County,Rural,NO,433,30.0,87.0,15.0,3.0,0.0,13.4,101563.0,0.069284064665127,0.1724137931034483,0.2009237875288683,0.0069284064665127,0.0,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011501,1003,Alabama,Baldwin County,Urban,NO,5316,5299.0,1727.0,1645.0,56.0,296.0,14.2,58843.0,0.9968021068472536,0.952518818760857,0.3248683220466516,0.0105342362678705,0.055680963130173,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011502,1003,Alabama,Baldwin County,Urban,YES,10534,5675.0,5468.0,2276.0,226.0,710.0,11.6,57120.0,0.5387317258401367,0.4162399414776884,0.5190810708183027,0.0214543383330169,0.0674007974178849,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011601,1003,Alabama,Baldwin County,Rural,NO,6062,30.0,2034.0,6.0,74.0,248.0,18.1,64688.0,0.0049488617617947,0.0029498525073746,0.3355328274496866,0.0122071923457604,0.0409105905641702,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1003011602,1003,Alabama,Baldwin County,Rural,NO,4895,30.0,1676.0,15.0,101.0,75.0,7.1,53476.0,0.0061287027579162,0.0089498806682577,0.3423901940755873,0.0206332992849846,0.0153217568947906,8221.7,0.1338,0.0877,0.245,0.7916,0.041,0.153,44.5
1005950100,1005,Alabama,Barbour County,Rural,YES,3321,617.0,1539.0,341.0,134.0,270.0,31.2,63398.0,0.1857874134296898,0.221572449642625,0.4634146341463415,0.0403492923818127,0.08130081300813,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950200,1005,Alabama,Barbour County,Rural,NO,4264,65.0,1262.0,31.0,103.0,289.0,33.2,47833.0,0.0152439024390243,0.0245641838351822,0.2959662288930582,0.024155722326454,0.0677767354596622,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950300,1005,Alabama,Barbour County,Rural,YES,1638,835.0,889.0,443.0,57.0,138.0,34.4,42736.0,0.5097680097680097,0.4983127109111361,0.5427350427350427,0.0347985347985348,0.0842490842490842,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950400,1005,Alabama,Barbour County,Rural,YES,4303,2867.0,1395.0,1541.0,172.0,298.0,26.7,36164.0,0.666279339995352,1.1046594982078852,0.3241924238903091,0.0399721124796653,0.0692540088310481,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950500,1005,Alabama,Barbour County,Rural,NO,3467,232.0,1663.0,74.0,18.0,288.0,14.6,54896.0,0.0669166426305162,0.0444978953698135,0.4796654167868474,0.0051918084799538,0.0830689356792616,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950600,1005,Alabama,Barbour County,Rural,NO,2099,424.5,1104.0,207.5,42.0,264.0,30.4,31083.0,0.2022391615054788,0.1879528985507246,0.5259647451167222,0.0200095283468318,0.1257741781800857,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950700,1005,Alabama,Barbour County,Rural,NO,1727,27.0,811.0,10.0,106.0,157.0,30.1,35625.0,0.0156340474811812,0.0123304562268803,0.4696004632310365,0.0613781123335263,0.0909090909090909,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950800,1005,Alabama,Barbour County,Urban,YES,2055,520.0,906.0,199.0,38.0,170.0,26.3,55306.0,0.2530413625304136,0.2196467991169978,0.4408759124087591,0.0184914841849148,0.0827250608272506,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1005950900,1005,Alabama,Barbour County,Urban,NO,4583,473.0,2504.0,225.0,179.0,642.0,36.9,36091.0,0.1032075060004363,0.0898562300319488,0.5463670085097098,0.0390573859917084,0.1400829151210997,10686.1,0.2442,0.11,0.364,0.7968,0.078,0.341,47.4
1007010001,1007,Alabama,Bibb County,Rural,NO,2732,16.0,871.0,6.0,87.0,78.0,4.2,61897.0,0.0058565153733528,0.0068886337543053,0.318814055636896,0.0318448023426061,0.0285505124450951,13069.5,0.1817,0.0911,0.317,0.7453,0.052,0.242,39.8
1007010002,1007,Alabama,Bibb County,Rural,NO,6025,0.0,2192.0,0.0,56.0,198.0,19.9,62143.0,0.0,0.0,0.3638174273858921,0.0092946058091286,0.032863070539419,13069.5,0.1817,0.0911,0.317,0.7453,0.052,0.242,39.8
1007010003,1007,Alabama,Bibb County,Rural,NO,5391,263.0,1079.0,61.0,34.0,140.0,8.9,75625.0,0.0487850120571322,0.0565338276181649,0.200148395473938,0.0063068076423669,0.0259692079391578,13069.5,0.1817,0.0911,0.317,0.7453,0.052,0.242,39.8
1007010004,1007,Alabama,Bibb County,Rural,NO,8767,86.0,3826.0,35.0,233.0,433.0,15.7,42917.0,0.0098095129462758,0.009147935180345,0.4364092620052469,0.0265769362381658,0.0493897570434584,13069.5,0.1817,0.0911,0.317,0.7453,0.052,0.242,39.8
1009050101,1009,Alabama,Blount County,Rural,NO,7858,766.0,2863.0,152.0,72.0,249.0,14.9,52473.0,0.0974802748791041,0.0530911631156129,0.3643420717739883,0.0091626368032578,0.0316874522779333,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050102,1009,Alabama,Blount County,Urban,NO,7050,3902.0,2634.0,1440.0,154.0,284.0,15.3,67554.0,0.5534751773049645,0.5466970387243736,0.3736170212765957,0.0218439716312056,0.0402836879432624,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050200,1009,Alabama,Blount County,Rural,NO,3789,766.0,1438.0,152.0,31.0,105.0,13.9,63828.0,0.202164159408815,0.105702364394993,0.3795196621799947,0.0081815782528371,0.0277117973079968,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050300,1009,Alabama,Blount County,Rural,NO,5269,766.0,2153.0,152.0,160.0,293.0,28.3,49444.0,0.1453786297210096,0.0705991639572689,0.4086164357563105,0.0303662934143101,0.0556082748149554,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050400,1009,Alabama,Blount County,Rural,NO,4451,766.0,1523.0,152.0,98.0,137.0,14.8,57986.0,0.1720961581667041,0.0998030203545633,0.3421702988092563,0.0220175241518759,0.0307796000898674,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050500,1009,Alabama,Blount County,Rural,NO,7329,766.0,3085.0,152.0,83.0,241.0,18.4,55551.0,0.1045163050893709,0.0492706645056726,0.4209305498703779,0.0113248737890571,0.0328830672670214,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050601,1009,Alabama,Blount County,Rural,NO,3922,766.0,1251.0,152.0,36.0,106.0,7.4,70690.0,0.195308516063233,0.1215027977617905,0.3189699133095359,0.0091789903110657,0.027027027027027,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050602,1009,Alabama,Blount County,Rural,NO,8923,766.0,1908.0,152.0,45.0,266.0,5.5,73045.0,0.0858455676342037,0.0796645702306079,0.2138294295640479,0.0050431469236803,0.0298106018155328,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1009050700,1009,Alabama,Blount County,Rural,NO,8731,766.0,3940.0,152.0,177.0,285.0,15.2,53368.0,0.0877333638758447,0.0385786802030456,0.4512656053143969,0.0202725919138701,0.0326423090138586,8929.7,0.2493,0.0726,0.315,0.7686,0.041,0.185,41.1
1011952100,1011,Alabama,Bullock County,Rural,YES,1434,1240.0,1172.0,876.0,66.0,219.0,43.0,27120.0,0.8647140864714087,0.7474402730375427,0.8172942817294282,0.0460251046025104,0.1527196652719665,15080.6,0.1688566900110578,0.1328,0.373,0.7889,0.096,0.387,47.2
1011952200,1011,Alabama,Bullock County,Urban,YES,7102,4897.0,2717.0,2264.0,314.0,625.0,40.4,33074.0,0.6895240777245846,0.833271991166728,0.3825682906223599,0.0442128977752745,0.0880033793297662,15080.6,0.1688566900110578,0.1328,0.373,0.7889,0.096,0.387,47.2
1011952500,1011,Alabama,Bullock County,Rural,NO,2378,1343.0,878.0,389.0,43.0,92.0,8.6,58380.0,0.5647603027754415,0.4430523917995444,0.3692178301093355,0.0180824222035323,0.0386879730866274,15080.6,0.1688566900110578,0.1328,0.373,0.7889,0.096,0.387,47.2
1013952700,1013,Alabama,Butler County,Rural,NO,2439,0.0,782.0,0.0,69.0,122.0,21.9,66515.0,0.0,0.0,0.3206232062320623,0.028290282902829,0.050020500205002,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013952800,1013,Alabama,Butler County,Urban,NO,1394,1174.0,401.0,892.0,4.0,63.0,18.0,65341.0,0.8421807747489239,2.224438902743142,0.2876614060258249,0.0028694404591104,0.0451936872309899,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013952900,1013,Alabama,Butler County,Rural,NO,2180,110.5,1078.0,49.5,87.0,130.0,28.2,53017.0,0.0506880733944954,0.0459183673469387,0.4944954128440367,0.0399082568807339,0.0596330275229357,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013953000,1013,Alabama,Butler County,Rural,YES,1469,541.0,792.0,253.0,12.0,56.0,23.4,50217.0,0.3682777399591559,0.3194444444444444,0.539142273655548,0.0081688223281143,0.0381211708645337,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013953100,1013,Alabama,Butler County,Urban,YES,3023,1174.0,2006.0,892.0,118.0,254.0,37.3,30378.0,0.3883559378101224,0.4446660019940179,0.6635792259345021,0.0390340721137942,0.0840224942110486,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013953200,1013,Alabama,Butler County,Rural,YES,4327,563.0,1663.0,200.0,76.0,277.0,17.2,43456.0,0.1301132424312456,0.1202645820805772,0.3843309452276404,0.0175641321932054,0.064016639704183,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013953300,1013,Alabama,Butler County,Rural,NO,1774,84.0,498.0,24.0,36.0,65.0,12.5,56635.0,0.0473506200676437,0.0481927710843373,0.2807215332581736,0.020293122886133,0.036640360766629,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013953400,1013,Alabama,Butler County,Rural,NO,2931,9.0,1463.0,4.0,95.0,195.0,22.1,37500.0,0.0030706243602865,0.0027341079972658,0.4991470487888093,0.0324121460252473,0.0665301944728761,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1013953500,1013,Alabama,Butler County,Rural,NO,1410,137.0,790.0,75.0,23.0,86.0,24.8,48477.0,0.0971631205673758,0.0949367088607595,0.5602836879432624,0.0163120567375886,0.0609929078014184,13492.3,0.2196,0.1066,0.355,0.7037,0.077,0.342,43.9
1015000200,1015,Alabama,Calhoun County,Urban,NO,3104,150.0,1424.0,82.0,144.0,205.0,15.9,34401.0,0.0483247422680412,0.0575842696629213,0.4587628865979381,0.0463917525773195,0.0660438144329896,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000300,1015,Alabama,Calhoun County,Urban,NO,2951,64.0,1705.0,43.0,191.0,485.0,40.5,26488.0,0.0216875635377838,0.0252199413489736,0.5777702473737716,0.0647238224330735,0.1643510674347678,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000400,1015,Alabama,Calhoun County,Urban,YES,2812,2371.0,1748.0,1443.0,140.0,415.0,36.6,35082.0,0.8431721194879089,0.8255148741418764,0.6216216216216216,0.0497866287339971,0.1475817923186344,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000500,1015,Alabama,Calhoun County,Urban,YES,1814,659.0,847.0,492.0,177.0,239.0,52.0,17339.0,0.3632855567805954,0.5808736717827627,0.4669239250275634,0.0975744211686879,0.1317530319735391,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000600,1015,Alabama,Calhoun County,Urban,YES,2191,1323.0,1087.0,863.0,203.0,360.0,53.0,13618.0,0.6038338658146964,0.7939282428702852,0.4961204929256047,0.0926517571884984,0.1643085349155636,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000700,1015,Alabama,Calhoun County,Urban,YES,2715,626.0,1302.0,235.0,97.0,435.0,37.7,41528.0,0.2305709023941068,0.1804915514592933,0.4795580110497237,0.0357274401473296,0.1602209944751381,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000800,1015,Alabama,Calhoun County,Urban,YES,1379,628.0,508.0,358.0,77.0,148.0,30.2,30333.0,0.4554024655547498,0.7047244094488189,0.3683828861493836,0.0558375634517766,0.1073241479332849,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015000900,1015,Alabama,Calhoun County,Urban,YES,3362,2791.0,1511.0,1211.0,87.0,233.0,20.9,62176.0,0.8301606186793575,0.8014559894109861,0.4494348602022605,0.0258774538964901,0.069303985722784,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001000,1015,Alabama,Calhoun County,Urban,NO,5792,1447.0,1852.0,458.0,48.0,153.0,13.3,65847.0,0.2498273480662983,0.2473002159827214,0.3197513812154696,0.0082872928176795,0.0264157458563535,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001100,1015,Alabama,Calhoun County,Urban,NO,6565,3710.0,2304.0,928.0,121.0,277.0,8.9,76326.0,0.5651180502665651,0.4027777777777778,0.3509520182787509,0.0184310738766184,0.0421934501142421,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001201,1015,Alabama,Calhoun County,Urban,YES,3482,1020.0,1721.0,501.0,62.0,239.0,22.0,35729.0,0.2929350947731189,0.2911098198721673,0.4942561746122917,0.0178058587018954,0.0686387133831131,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001202,1015,Alabama,Calhoun County,Urban,NO,4318,3535.0,1746.0,1552.0,49.0,170.0,9.7,54688.0,0.8186660490968041,0.8888888888888888,0.4043538675312644,0.0113478462251042,0.0393700787401574,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001300,1015,Alabama,Calhoun County,Urban,YES,2211,643.0,1020.0,319.0,36.0,190.0,21.0,47736.0,0.2908186341022162,0.3127450980392157,0.4613297150610583,0.0162822252374491,0.0859339665309814,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001400,1015,Alabama,Calhoun County,Rural,NO,3731,766.0,1336.0,152.0,43.0,207.0,15.2,54605.0,0.2053068882337175,0.1137724550898203,0.3580809434467971,0.0115250603055481,0.055481104261592,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001500,1015,Alabama,Calhoun County,Urban,YES,5198,3128.0,2457.0,1232.0,158.0,389.0,17.2,48945.0,0.6017699115044248,0.5014245014245015,0.4726818006925741,0.0303963062716429,0.0748364755675259,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001600,1015,Alabama,Calhoun County,Urban,YES,3791,2065.0,1903.0,1110.0,29.0,427.0,22.2,45250.0,0.5447111580058032,0.5832895428271151,0.5019783698232656,0.0076496966499604,0.1126351886045898,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001700,1015,Alabama,Calhoun County,Urban,NO,6329,2806.0,2692.0,1182.0,110.0,339.0,13.0,61242.0,0.4433559804076473,0.4390787518573551,0.4253436561858113,0.0173803128456312,0.0535629641333544,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015001800,1015,Alabama,Calhoun County,Urban,NO,6919,6829.0,2417.0,2425.0,79.0,378.0,15.3,56972.0,0.9869923399335164,1.00330988829127,0.3493279375632316,0.0114178349472467,0.0546321722792311,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
1015002000,1015,Alabama,Calhoun County,Rural,NO,7335,766.0,1664.0,152.0,52.0,175.0,9.1,68400.0,0.1044308111792774,0.0913461538461538,0.2268575323790047,0.0070892978868438,0.0238582140422631,11526.2,0.2456,0.0935,0.332,0.7759,0.051,0.247,45.5
