fipscode,State,County,premature_death,poor_health,low_birthweight,obesity,diabetes,food_access,unemployment,child_poverty,income_inequality
17171,Illinois,Scott County,5923.2,,0.0638,0.271,0.809,0.25,0.062,0.152,40.2
17173,Illinois,Shelby County,6511.0,0.1068,0.0647,0.266,0.7071,0.166666667,0.068,0.147,38.5
17175,Illinois,Stark County,8700.0,,0.0678,0.265,0.8367,0.166666667,0.066,0.148,37.8
17177,Illinois,Stephenson County,6832.6,0.1081,0.0888,0.283,0.881,0.214285714,0.072,0.225,40.9
17179,Illinois,Tazewell County,7154.5,0.127,0.0691,0.271,0.8553,0.470588235,0.055,0.114,40.4
17181,Illinois,Union County,7953.2,,0.0642,0.276,0.8556,0.428571429,0.091,0.236,44.6
17183,Illinois,Vermilion County,9200.7,0.2201,0.0901,0.281,0.7595,0.291666667,0.082,0.283,42.1
17185,Illinois,Wabash County,6593.3,,0.0774,0.265,0.8991,0.2,0.077,0.197,41.8
17187,Illinois,Warren County,7075.0,,0.0596,0.268,0.8743,0.125,0.059,0.171,38.7
17189,Illinois,Washington County,8540.3,0.1468,0.0592,0.273,0.7975,0.2,0.064,0.102,40.0
17191,Illinois,Wayne County,6706.5,0.1673,0.0717,0.275,0.9026,0.181818182,0.067,0.192,41.6
17193,Illinois,White County,8056.0,0.1421,0.0803,0.265,0.8327,0.3,0.067,0.203,43.4
17195,Illinois,Whiteside County,7702.8,0.1816,0.0619,0.257,0.8235,0.416666667,0.072,0.159,39.4
17197,Illinois,Will County,5586.7,0.1164,0.0742,0.263,0.7717,0.689655172,0.061,0.072,38.0
17199,Illinois,Williamson County,8445.4,0.2297,0.0782,0.28,0.785,0.272727273,0.073,0.23,42.5
17201,Illinois,Winnebago County,7534.7,0.1595,0.0899,0.261,0.8258,0.5,0.089,0.212,43.5
17203,Illinois,Woodford County,5352.8,0.0956,0.0656,0.271,0.8646,0.5,0.044,0.077,39.3
18000,Indiana,Indiana,7819.7,0.1641,0.0788,0.274,0.7942,0.380952381,0.059,0.171,42.9
18001,Indiana,Adams County,6861.4,0.1868,0.0578,0.288,0.8456,0.571428571,0.074,0.229,37.9
18003,Indiana,Allen County,7159.1,0.1259,0.0867,0.289,0.813,0.309090909,0.06,0.159,42.4
18005,Indiana,Bartholomew County,7771.4,0.152,0.0705,0.291,0.8212,0.3,0.046,0.158,42.9
18007,Indiana,Benton County,8132.7,0.1708,0.0577,0.291,0.75,0.375,0.052,0.141,35.0
18009,Indiana,Blackford County,7854.4,0.2213,0.0806,0.286,0.8436,1.0,0.076,0.2,37.0
18011,Indiana,Boone County,5346.4,0.1287,0.0644,0.303,0.8259,0.833333333,0.043,0.076,55.1
18013,Indiana,Brown County,6907.8,0.1208,0.0701,0.276,0.8016,0.5,0.056,0.144,40.7
18015,Indiana,Carroll County,7143.0,0.1837,0.0671,0.286,0.8508,0.333333333,0.059,0.123,38.6
18017,Indiana,Cass County,7869.7,0.1658,0.0749,0.299,0.758,0.1,0.064,0.17,38.2
18019,Indiana,Clark County,8418.2,0.1543,0.0759,0.298,0.7667,0.315789474,0.054,0.152,39.8
18021,Indiana,Clay County,9031.3,0.2411,0.0679,0.297,0.7635,0.2,0.071,0.164,40.0
18023,Indiana,Clinton County,7947.3,0.1923,0.0765,0.28,0.8235,0.25,0.054,0.172,38.4
18025,Indiana,Crawford County,9501.2,0.1959,0.0865,0.297,0.8129,0.125,0.077,0.274,45.4
18027,Indiana,Daviess County,7641.6,0.244,0.0691,0.285,0.8026,0.5,0.038,0.222,39.6
18029,Indiana,Dearborn County,7016.9,0.129,0.0742,0.278,0.8564,0.833333333,0.059,0.109,35.6
18031,Indiana,Decatur County,7613.5,0.1602,0.0669,0.293,0.8157,0.333333333,0.064,0.151,40.1
18033,Indiana,De Kalb County,6323.5,0.1603,0.0574,0.301,0.8527,0.714285714,0.072,0.123,37.3
18035,Indiana,Delaware County,9110.3,0.1621,0.0906,0.313,0.821,0.285714286,0.067,0.219,43.9
18037,Indiana,Dubois County,6267.7,0.1177,0.0643,0.271,0.8086,0.333333333,0.038,0.091,40.6
18039,Indiana,Elkhart County,6866.6,0.1607,0.0679,0.286,0.8068,0.615384615,0.086,0.162,42.0
18041,Indiana,Fayette County,9108.7,0.2194,0.0839,0.288,0.7755,0.333333333,0.107,0.198,42.8
18043,Indiana,Floyd County,6988.6,0.1964,0.0815,0.291,0.7752,0.5,0.051,0.159,40.9
18045,Indiana,Fountain County,8123.0,0.1746,0.075,0.289,0.7072,0.5,0.053,0.167,39.6
18047,Indiana,Franklin County,6418.2,0.2211,0.0767,0.286,0.8075,0.571428571,0.066,0.128,40.8
18049,Indiana,Fulton County,8381.7,0.1973,0.0709,0.284,0.6568,0.375,0.065,0.167,37.3
18051,Indiana,Gibson County,6277.1,0.1452,0.0751,0.282,0.88,0.363636364,0.052,0.138,37.8
18053,Indiana,Grant County,8556.8,0.1842,0.091,0.301,0.8182,0.545454546,0.077,0.248,41.3
18055,Indiana,Greene County,8842.0,0.2036,0.0843,0.286,0.8056,0.25,0.062,0.19,41.0
18057,Indiana,Hamilton County,4394.0,0.1025,0.0653,0.247,0.8528,0.5,0.038,0.046,41.4
18059,Indiana,Hancock County,6920.0,0.1464,0.0659,0.283,0.8441,0.25,0.048,0.063,36.1
18061,Indiana,Harrison County,7741.2,0.1618,0.0708,0.29,0.7978,0.307692308,0.059,0.139,38.4
18063,Indiana,Hendricks County,5126.8,0.1301,0.0609,0.276,0.8104,0.5,0.043,0.054,37.4
18065,Indiana,Henry County,9107.3,0.157,0.0758,0.302,0.8381,0.266666667,0.071,0.148,39.2
18067,Indiana,Howard County,7889.2,0.147,0.0793,0.283,0.8381,0.444444444,0.079,0.19,41.4
18069,Indiana,Huntington County,6523.6,0.1587,0.0749,0.304,0.8593,0.2,0.067,0.136,38.1
18071,Indiana,Jackson County,8498.0,0.2052,0.0806,0.302,0.7806,0.222222222,0.053,0.175,38.7
18073,Indiana,Jasper County,8428.1,0.1553,0.0617,0.286,0.8293,0.666666667,0.058,0.112,36.1
18075,Indiana,Jay County,8810.1,0.2108,0.0814,0.306,0.8014,0.5,0.059,0.191,39.3
18077,Indiana,Jefferson County,7842.2,0.1985,0.0691,0.313,0.806,0.6,0.059,0.189,43.3
18079,Indiana,Jennings County,9337.0,0.2004,0.0718,0.297,0.8536,0.142857143,0.071,0.173,34.8
18081,Indiana,Johnson County,6377.5,0.1677,0.0669,0.276,0.8056,0.555555556,0.047,0.094,38.9
18083,Indiana,Knox County,9389.3,0.1736,0.0816,0.285,0.7791,0.166666667,0.051,0.244,47.0
18085,Indiana,Kosciusko County,7186.2,0.1549,0.0661,0.289,0.8391,0.333333333,0.067,0.119,40.2
18087,Indiana,Lagrange County,5613.9,0.171,0.055,0.278,0.8021,0.5,0.084,0.139,36.8
18089,Indiana,Lake County,9685.7,0.1775,0.0927,0.323,0.6959,0.6875,0.062,0.237,42.7
18091,Indiana,La Porte County,8628.9,0.1462,0.0829,0.295,0.7978,0.230769231,0.062,0.212,40.4
18093,Indiana,Lawrence County,8886.8,0.2001,0.0736,0.292,0.8164,0.2,0.082,0.18,41.6
18095,Indiana,Madison County,8632.1,0.2043,0.0869,0.304,0.8153,0.588235294,0.07,0.226,40.5
18097,Indiana,Marion County,9299.5,0.1739,0.0895,0.285,0.777,0.5,0.056,0.228,44.8
18099,Indiana,Marshall County,6477.1,0.1198,0.0643,0.283,0.8291,0.444444444,0.074,0.128,39.2
18101,Indiana,Martin County,11186.3,0.1498,0.089,0.292,0.8065,0.666666667,0.048,0.171,40.0
18103,Indiana,Miami County,8096.4,0.1438,0.0657,0.276,0.8386,0.4,0.08,0.172,38.6
18105,Indiana,Monroe County,6356.3,0.136,0.0689,0.261,0.8403,0.3125,0.045,0.179,50.0
18107,Indiana,Montgomery County,8106.0,0.1631,0.0751,0.296,0.7953,0.117647059,0.049,0.159,36.3
18109,Indiana,Morgan County,7229.1,0.1539,0.0827,0.292,0.8286,0.625,0.058,0.126,37.2
18111,Indiana,Newton County,9513.4,0.1917,0.0799,0.288,0.7712,0.555555556,0.062,0.127,38.4
18113,Indiana,Noble County,7818.7,0.1825,0.074,0.298,0.7857,0.4,0.083,0.14,35.1
18115,Indiana,Ohio County,7575.9,,0.0692,0.283,0.7667,1.0,0.062,0.128,40.8
18117,Indiana,Orange County,7532.4,0.277,0.0777,0.295,0.7757,0.75,0.061,0.219,45.1
18119,Indiana,Owen County,8548.1,0.1921,0.0736,0.296,0.8298,0.142857143,0.064,0.211,39.1
18121,Indiana,Parke County,8584.4,0.1807,0.0849,0.286,0.7341,0.222222222,0.061,0.281,41.2
18123,Indiana,Perry County,8854.8,0.2159,0.094,0.285,0.8084,0.125,0.051,0.16,40.5
18125,Indiana,Pike County,9703.4,0.2443,0.0956,0.296,0.8811,0.166666667,0.056,0.132,38.3
18127,Indiana,Porter County,6557.5,0.1317,0.0677,0.286,0.7611,0.5,0.048,0.117,41.7
18129,Indiana,Posey County,7551.6,0.1522,0.0667,0.29,0.7571,0.333333333,0.049,0.108,39.2
18131,Indiana,Pulaski County,8839.6,,0.0682,0.291,0.6634,0.4,0.057,0.165,39.6
18133,Indiana,Putnam County,6592.5,0.1413,0.0745,0.281,0.8205,0.222222222,0.067,0.134,39.1
18135,Indiana,Randolph County,7630.8,0.2282,0.0783,0.286,0.7542,0.555555556,0.069,0.199,37.4
18137,Indiana,Ripley County,7500.3,0.138,0.0722,0.281,0.8012,0.636363636,0.06,0.127,41.7
18139,Indiana,Rush County,7140.1,,0.0858,0.292,0.7594,0.125,0.061,0.164,41.0
18141,Indiana,St. Joseph County,7635.6,0.1431,0.0798,0.295,0.8014,0.517241379,0.066,0.201,44.5
18143,Indiana,Scott County,12403.3,0.2678,0.0892,0.289,0.7886,0.75,0.065,0.233,37.5
18145,Indiana,Shelby County,8330.4,0.189,0.0823,0.299,0.8069,0.5,0.058,0.138,44.1
18147,Indiana,Spencer County,7800.8,0.1602,0.0783,0.29,0.8708,0.266666667,0.051,0.119,37.1
18149,Indiana,Starke County,11362.5,0.2196,0.073,0.288,0.7661,0.333333333,0.079,0.217,41.8
18151,Indiana,Steuben County,6675.5,0.1789,0.0777,0.292,0.7901,0.666666667,0.074,0.163,41.0
18153,Indiana,Sullivan County,9851.8,0.209,0.0978,0.279,0.7585,0.272727273,0.067,0.194,39.9
18155,Indiana,Switzerland County,10108.5,0.2502,0.0738,0.288,0.7934,0.2,0.05,0.232,43.6
18157,Indiana,Tippecanoe County,6618.7,0.1445,0.0656,0.276,0.8297,0.294117647,0.047,0.169,45.1
18159,Indiana,Tipton County,7091.0,0.1128,0.0725,0.289,0.7584,0.166666667,0.073,0.1,38.1
18161,Indiana,Union County,9439.1,,0.0589,0.29,0.7922,0.333333333,0.062,0.171,43.9
18163,Indiana,Vanderburgh County,8257.6,0.1783,0.0874,0.273,0.8094,0.162162162,0.052,0.2,45.5
18165,Indiana,Vermillion County,8376.1,0.2057,0.0721,0.305,0.8056,0.333333333,0.072,0.15,45.2
18167,Indiana,Vigo County,8598.6,0.1902,0.0742,0.309,0.8,0.285714286,0.065,0.229,45.3
18169,Indiana,Wabash County,8225.0,0.1642,0.081,0.29,0.8571,0.1,0.073,0.139,38.1
18171,Indiana,Warren County,7660.1,,0.0514,0.299,0.6556,0.5,0.039,0.123,36.5
18173,Indiana,Warrick County,5506.9,0.1214,0.0751,0.289,0.8634,0.5,0.047,0.091,42.3
18175,Indiana,Washington County,8161.2,0.2695,0.0659,0.283,0.7799,0.5,0.067,0.197,42.4
18177,Indiana,Wayne County,8534.9,0.1803,0.0803,0.276,0.7931,0.285714286,0.068,0.232,41.8
18179,Indiana,Wells County,6093.5,0.1262,0.0753,0.297,0.8831,0.222222222,0.057,0.114,38.8
18181,Indiana,White County,7753.2,0.1661,0.0623,0.291,0.8519,0.222222222,0.058,0.142,38.5
18183,Indiana,Whitley County,5993.0,0.1118,0.0735,0.292,0.7641,0.5,0.064,0.094,39.0
19000,Iowa,Iowa,5943.4,0.1159,0.0669,0.277,0.8455,0.308490566,0.041,0.137,41.8
19001,Iowa,Adair County,7660.4,0.0668,0.0433,0.281,0.8361,0.4,0.04,0.142,37.7
19003,Iowa,Adams County,8618.8,0.1437,0.0654,0.285,0.8679,0.25,0.041,0.165,37.6
19005,Iowa,Allamakee County,5532.1,0.1266,0.0576,0.273,0.8521,0.571428571,0.063,0.172,40.4
19007,Iowa,Appanoose County,8201.4,0.2564,0.0864,0.277,0.8133,0.222222222,0.055,0.246,41.4
19009,Iowa,Audubon County,6317.9,0.0717,0.0645,0.288,0.9012,0.333333333,0.044,0.13,44.0
19011,Iowa,Benton County,5203.6,0.1333,0.0564,0.279,0.814,0.266666667,0.041,0.094,36.5
19013,Iowa,Black Hawk County,5812.3,0.1307,0.0795,0.266,0.8333,0.5,0.041,0.189,43.2
19015,Iowa,Boone County,6085.8,0.1236,0.0565,0.303,0.8942,0.375,0.035,0.107,40.2
19017,Iowa,Bremer County,4363.4,0.0782,0.052,0.271,0.79,0.5,0.035,0.066,38.3
19019,Iowa,Buchanan County,5997.9,0.1079,0.0656,0.275,0.827,0.363636364,0.04,0.16,43.7
19021,Iowa,Buena Vista County,4929.6,0.1064,0.0617,0.282,0.7946,0.111111111,0.036,0.134,39.9
19023,Iowa,Butler County,6122.5,0.1277,0.0674,0.267,0.8218,0.333333333,0.046,0.128,38.2
19025,Iowa,Calhoun County,8258.7,0.0989,0.0563,0.291,0.7817,0.3,0.034,0.145,41.1
19027,Iowa,Carroll County,4566.4,0.1232,0.0526,0.264,0.849,0.333333333,0.028,0.097,41.7
19029,Iowa,Cass County,6175.9,0.0925,0.0676,0.277,0.8705,0.375,0.045,0.19,39.8
19031,Iowa,Cedar County,5047.8,0.0473,0.0671,0.276,0.9337,0.375,0.036,0.084,36.7
19033,Iowa,Cerro Gordo County,6579.1,0.1182,0.0625,0.261,0.8804,0.272727273,0.047,0.157,42.6
19035,Iowa,Cherokee County,4596.9,0.0901,0.056,0.274,0.8258,0.25,0.035,0.128,40.2
19037,Iowa,Chickasaw County,6266.1,0.1197,0.0701,0.273,0.8318,0.428571429,0.049,0.112,40.3
19039,Iowa,Clarke County,8850.3,0.1117,0.0617,0.267,0.6301,0.333333333,0.046,0.171,38.4
19041,Iowa,Clay County,6399.2,0.0984,0.0668,0.285,0.7866,0.111111111,0.033,0.141,43.6
19043,Iowa,Clayton County,5738.0,0.1103,0.052,0.284,0.8531,0.2,0.054,0.15,40.6
19045,Iowa,Clinton County,7294.5,0.1457,0.0834,0.279,0.8396,0.294117647,0.042,0.165,38.6
19047,Iowa,Crawford County,5135.0,0.1163,0.0596,0.286,0.8452,0.083333333,0.033,0.151,39.6
19049,Iowa,Dallas County,4952.8,0.0988,0.066,0.28,0.9126,0.2,0.032,0.061,40.0
19051,Iowa,Davis County,6063.1,0.1358,0.0554,0.267,0.7759,0.2,0.049,0.204,39.6
19053,Iowa,Decatur County,6306.9,0.2204,0.0617,0.26,0.8333,0.25,0.037,0.231,45.4
19055,Iowa,Delaware County,4407.9,0.084,0.0563,0.278,0.9007,0.2,0.039,0.119,40.5
19057,Iowa,Des Moines County,7202.8,0.1582,0.0707,0.3,0.8728,0.142857143,0.058,0.22,43.3
19059,Iowa,Dickinson County,4492.2,0.1245,0.064,0.272,0.8563,0.285714286,0.043,0.091,42.8
19061,Iowa,Dubuque County,5541.3,0.0882,0.0577,0.273,0.9176,0.333333333,0.043,0.112,42.2
19063,Iowa,Emmet County,6851.9,0.1077,0.0723,0.287,0.8515,0.5,0.039,0.147,38.3
19065,Iowa,Fayette County,6665.7,0.1126,0.0528,0.282,0.8286,0.214285714,0.053,0.159,44.2
19067,Iowa,Floyd County,5295.9,0.1601,0.0668,0.284,0.8558,0.142857143,0.058,0.176,39.5
19069,Iowa,Franklin County,4655.3,0.1016,0.0657,0.278,0.9167,0.222222222,0.044,0.156,41.2
19071,Iowa,Fremont County,5148.8,0.169,0.0596,0.292,0.8202,0.222222222,0.045,0.164,41.0
19073,Iowa,Greene County,6293.8,0.0874,0.0672,0.287,0.8387,0.125,0.039,0.141,39.3
19075,Iowa,Grundy County,4801.2,0.1347,0.072,0.274,0.8727,0.555555556,0.035,0.075,37.9
19077,Iowa,Guthrie County,6987.3,0.0986,0.0683,0.276,0.8043,0.222222222,0.042,0.124,43.8
19079,Iowa,Hamilton County,5507.9,0.0825,0.0753,0.283,0.7962,0.222222222,0.038,0.112,39.1
19081,Iowa,Hancock County,4755.4,0.1515,0.0611,0.289,0.8906,0.25,0.062,0.107,37.0
19083,Iowa,Hardin County,7320.6,0.1209,0.0678,0.279,0.8119,0.307692308,0.042,0.141,39.0
19085,Iowa,Harrison County,7551.7,0.1534,0.0802,0.28,0.8592,0.2,0.041,0.129,39.9
19087,Iowa,Henry County,6329.9,0.1019,0.0654,0.28,0.8417,0.2,0.053,0.153,40.2
19089,Iowa,Howard County,5909.0,0.1154,0.0686,0.271,0.8723,0.666666667,0.047,0.147,41.2
19091,Iowa,Humboldt County,6132.0,0.1155,0.0598,0.279,0.8131,0.090909091,0.036,0.137,38.2
19093,Iowa,Ida County,5226.3,0.1013,0.0789,0.277,0.8409,0.4,0.038,0.131,43.8
19095,Iowa,Iowa County,5517.6,0.172,0.0613,0.294,0.8713,0.230769231,0.041,0.076,37.1
19097,Iowa,Jackson County,6856.0,0.1452,0.0641,0.28,0.8541,0.25,0.051,0.16,41.2
19099,Iowa,Jasper County,5864.9,0.1006,0.0781,0.3,0.8101,0.333333333,0.076,0.103,37.7
19101,Iowa,Jefferson County,6989.1,,0.0642,0.281,0.8283,0.166666667,0.044,0.188,45.2
19103,Iowa,Johnson County,4099.9,0.0784,0.0605,0.221,0.8798,0.533333333,0.029,0.109,46.4
19105,Iowa,Jones County,4743.9,0.124,0.0662,0.27,0.881,0.3,0.044,0.112,37.7
19107,Iowa,Keokuk County,6722.6,0.1501,0.0632,0.269,0.8889,0.133333333,0.045,0.168,41.3
19109,Iowa,Kossuth County,4393.6,0.1227,0.0638,0.269,0.8438,0.25,0.039,0.123,39.5
19111,Iowa,Lee County,8074.5,0.1662,0.0723,0.282,0.8352,0.272727273,0.065,0.193,41.9
19113,Iowa,Linn County,5669.7,0.1113,0.0639,0.286,0.8797,0.34375,0.04,0.116,40.5
19115,Iowa,Louisa County,5889.1,0.1437,0.0815,0.288,0.8229,0.428571429,0.047,0.148,40.3
19117,Iowa,Lucas County,6126.9,0.1758,0.0548,0.285,0.8254,0.2,0.041,0.208,41.4
19119,Iowa,Lyon County,4983.9,0.0386,0.0523,0.262,0.863,0.375,0.026,0.087,36.4
19121,Iowa,Madison County,4605.7,0.1069,0.0685,0.282,0.8476,0.25,0.047,0.093,40.6
19123,Iowa,Mahaska County,7660.4,0.11,0.0678,0.277,0.816,0.333333333,0.045,0.159,41.3
19125,Iowa,Marion County,5405.0,0.1196,0.068,0.278,0.8259,0.333333333,0.039,0.113,37.9
19127,Iowa,Marshall County,6290.1,0.114,0.068,0.283,0.8983,0.076923077,0.051,0.188,38.4
19129,Iowa,Mills County,8145.9,0.1297,0.0675,0.282,0.8657,0.25,0.036,0.116,39.7
19131,Iowa,Mitchell County,4274.4,0.0785,0.0578,0.277,0.7557,0.375,0.041,0.139,39.8
19133,Iowa,Monona County,6626.9,0.1062,0.0769,0.27,0.8768,0.222222222,0.054,0.199,42.3
19135,Iowa,Monroe County,6136.4,0.1613,0.0651,0.274,0.75,0.666666667,0.044,0.167,41.5
19137,Iowa,Montgomery County,5948.3,0.1497,0.0642,0.278,0.7903,0.333333333,0.057,0.179,38.8
19139,Iowa,Muscatine County,6068.7,0.1463,0.0594,0.279,0.9164,0.272727273,0.043,0.149,40.6
19141,Iowa,O'Brien County,6062.2,0.0549,0.0446,0.272,0.8624,0.75,0.033,0.109,37.4
19143,Iowa,Osceola County,8053.3,0.1085,0.0511,0.271,0.7273,0.2,0.038,0.112,38.9
19145,Iowa,Page County,5773.0,0.1072,0.0849,0.288,0.7227,0.166666667,0.048,0.193,40.2
19147,Iowa,Palo Alto County,5804.9,0.1354,0.0705,0.273,0.8716,0.375,0.042,0.126,43.1
19149,Iowa,Plymouth County,6869.6,0.1016,0.0578,0.283,0.8769,0.444444444,0.033,0.084,40.4
19151,Iowa,Pocahontas County,8145.2,0.0555,0.0624,0.283,0.8876,0.375,0.031,0.155,40.7
19153,Iowa,Polk County,6214.0,0.1161,0.0693,0.258,0.8298,0.243589744,0.04,0.121,42.2
19155,Iowa,Pottawattamie County,7365.9,0.1418,0.0786,0.297,0.8468,0.277777778,0.042,0.163,40.8
19157,Iowa,Poweshiek County,5043.4,0.107,0.0558,0.275,0.838,0.5,0.045,0.13,40.1
19159,Iowa,Ringgold County,6301.8,0.0799,0.0745,0.271,0.8875,0.142857143,0.045,0.237,42.7
19161,Iowa,Sac County,6014.9,0.1167,0.0689,0.286,0.81,0.625,0.037,0.151,40.9
19163,Iowa,Scott County,6350.6,0.099,0.0729,0.263,0.8498,0.5,0.042,0.158,42.6
19165,Iowa,Shelby County,5346.5,0.1003,0.0728,0.273,0.8571,0.3,0.03,0.118,36.6
19167,Iowa,Sioux County,4225.6,0.0896,0.048,0.245,0.8808,0.384615385,0.028,0.076,38.5
19169,Iowa,Story County,4455.1,0.0716,0.0538,0.262,0.887,0.333333333,0.03,0.092,44.0
19171,Iowa,Tama County,5892.9,0.113,0.0745,0.281,0.8632,0.307692308,0.053,0.134,37.1
19173,Iowa,Taylor County,4492.5,0.1769,0.0788,0.277,0.883,0.285714286,0.04,0.154,40.0
19175,Iowa,Union County,5573.0,0.1041,0.0754,0.264,0.8552,0.142857143,0.045,0.184,39.8
19177,Iowa,Van Buren County,9134.3,0.1723,0.0667,0.273,0.75,0.5,0.047,0.213,41.4
19179,Iowa,Wapello County,7793.3,0.1841,0.075,0.271,0.8526,0.285714286,0.049,0.247,41.6
19181,Iowa,Warren County,5519.9,0.1202,0.0612,0.306,0.8349,0.230769231,0.037,0.081,35.7
19183,Iowa,Washington County,5395.7,0.081,0.0626,0.283,0.8146,0.375,0.04,0.12,37.6
19185,Iowa,Wayne County,8290.1,0.2156,0.0864,0.28,0.75,0.375,0.041,0.224,43.1
19187,Iowa,Webster County,7312.2,0.1236,0.0596,0.28,0.8137,0.214285714,0.043,0.168,41.6
19189,Iowa,Winnebago County,6808.6,0.1182,0.0785,0.27,0.7755,0.571428571,0.064,0.127,37.9
19191,Iowa,Winneshiek County,4252.0,0.0736,0.0552,0.273,0.825,0.5,0.043,0.102,39.8
19193,Iowa,Woodbury County,6372.1,0.1302,0.0744,0.289,0.796,0.5,0.038,0.181,42.9
19195,Iowa,Worth County,6195.4,0.1406,0.0676,0.286,0.8358,0.285714286,0.052,0.118,37.2
19197,Iowa,Wright County,7159.9,0.0686,0.0671,0.265,0.9171,0.444444444,0.044,0.142,39.9
20000,Kansas,Kansas,7141.6,0.1293,0.0713,0.277,0.8281,0.346560847,0.044,0.147,43.4
20001,Kansas,Allen County,10723.9,0.1696,0.068,0.313,0.7519,0.142857143,0.043,0.245,42.2
20003,Kansas,Anderson County,10096.0,0.1806,0.0779,0.281,0.8429,0.142857143,0.048,0.178,41.5
20005,Kansas,Atchison County,8918.2,0.1386,0.0761,0.3,0.8125,0.166666667,0.044,0.184,39.0
20007,Kansas,Barber County,7721.2,0.0862,,0.292,0.9091,0.25,0.033,0.159,38.7
20009,Kansas,Barton County,7480.6,0.1343,0.0853,0.303,0.8601,0.428571429,0.033,0.177,42.4
20011,Kansas,Bourbon County,11673.4,0.2049,0.0617,0.287,0.8854,0.142857143,0.045,0.259,44.3
20013,Kansas,Brown County,9401.6,0.179,0.0684,0.298,0.7415,0.142857143,0.042,0.182,39.9
20015,Kansas,Butler County,6626.3,0.1243,0.0717,0.285,0.8378,0.466666667,0.041,0.109,39.7
20017,Kansas,Chase County,9169.3,0.0661,,0.297,0.9333,0.2,0.037,0.171,41.7
20019,Kansas,Chautauqua County,10136.3,0.135,0.0909,0.288,0.8983,0.2,0.046,0.193,46.3
20021,Kansas,Cherokee County,10731.3,0.2078,0.0737,0.294,0.7007,0.444444444,0.05,0.253,41.3
20023,Kansas,Cheyenne County,9616.0,0.1246,,0.28,0.9333,0.5,0.032,0.159,44.5
20025,Kansas,Clark County,8339.9,,,0.286,,0.333333333,0.031,0.164,41.9
20027,Kansas,Clay County,6791.1,0.1079,0.0513,0.296,0.86,0.2,0.033,0.147,42.4
20029,Kansas,Cloud County,7934.1,0.1319,0.0534,0.283,0.8673,0.333333333,0.034,0.166,44.7
20031,Kansas,Coffey County,7282.3,0.0755,0.0583,0.292,0.8116,0.166666667,0.047,0.113,40.5
20033,Kansas,Comanche County,10824.6,0.1033,,0.285,0.9655,0.333333333,0.03,0.112,43.0
20035,Kansas,Cowley County,9272.2,0.1381,0.0763,0.301,0.8606,0.222222222,0.043,0.194,44.0
20037,Kansas,Crawford County,8488.6,0.1715,0.0845,0.298,0.8148,0.307692308,0.051,0.219,44.8
20039,Kansas,Decatur County,5210.8,0.0846,,0.291,0.8444,0.25,0.031,0.194,39.1
20041,Kansas,Dickinson County,6965.1,0.136,0.0632,0.291,0.8362,0.375,0.038,0.123,39.5
20043,Kansas,Doniphan County,6690.9,0.1886,0.0591,0.289,0.8158,0.428571429,0.052,0.155,39.6
20045,Kansas,Douglas County,5146.9,0.1077,0.0677,0.252,0.7985,0.857142857,0.039,0.129,46.5
20047,Kansas,Edwards County,4284.3,0.1333,0.0733,0.286,0.6842,0.25,0.028,0.193,45.0
20049,Kansas,Elk County,10122.5,0.1675,0.0924,0.289,0.8696,0.0,0.055,0.275,44.6
20051,Kansas,Ellis County,5492.6,0.1035,0.0717,0.288,0.7659,0.285714286,0.029,0.108,46.0
20053,Kansas,Ellsworth County,6379.9,,0.0767,0.287,0.8283,0.0,0.033,0.136,38.1
20055,Kansas,Finney County,5742.3,0.147,0.0722,0.298,0.8458,0.333333333,0.033,0.228,40.7
20057,Kansas,Ford County,6350.2,0.1424,0.0713,0.29,0.8,0.5,0.031,0.165,40.9
20059,Kansas,Franklin County,7103.5,0.1443,0.0699,0.303,0.8909,0.25,0.053,0.141,37.9
20061,Kansas,Geary County,9492.0,0.1563,0.0884,0.281,0.8028,0.333333333,0.046,0.181,42.4
20063,Kansas,Gove County,5746.5,0.0527,,0.283,0.6176,0.2,0.027,0.169,43.7
20065,Kansas,Graham County,10016.2,0.1335,,0.281,0.8636,0.25,0.033,0.176,46.3
20067,Kansas,Grant County,6480.3,0.2214,0.0627,0.3,0.9099,1.0,0.028,0.163,38.1
20069,Kansas,Gray County,6962.2,0.1358,0.0635,0.295,,0.2,0.025,0.121,42.3
20071,Kansas,Greeley County,,,,0.301,1.0,1.0,0.038,0.176,47.7
20073,Kansas,Greenwood County,7730.0,0.1443,0.0646,0.285,0.7681,0.222222222,0.051,0.208,42.1
20075,Kansas,Hamilton County,9880.8,0.1124,0.0678,0.294,0.8421,0.333333333,0.033,0.172,41.5
20077,Kansas,Harper County,13088.1,0.1361,0.0611,0.293,0.9221,0.428571429,0.03,0.177,42.4
20079,Kansas,Harvey County,6650.8,0.1216,0.0688,0.279,0.88,0.428571429,0.037,0.116,38.3
20081,Kansas,Haskell County,9237.4,0.1326,0.055,0.292,0.88,0.5,0.026,0.166,42.4
20083,Kansas,Hodgeman County,,,,0.303,,0.5,0.033,0.134,39.7
20085,Kansas,Jackson County,7432.2,0.1455,0.0655,0.281,0.7909,0.222222222,0.054,0.154,40.8
20087,Kansas,Jefferson County,7938.2,0.1526,0.0707,0.299,0.8634,0.444444444,0.05,0.102,38.1
20089,Kansas,Jewell County,7511.6,0.1181,,0.287,0.8261,0.285714286,0.031,0.188,42.5
